brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
vichy,capital soleil solar protective water spf enhanced tan,tanning,brighteningirritatingrosaceaeczema,,,,,,,,
chanel,le gel antipollution cleansing gel,face cleanser,dryingacne trigger,,,,,,,,
self beauty,worryfree sunscreen,sunscreen,hydratingreduces irritationbrighteningmay worsen oily skinacne trigger,,,,,,,,
uriage,cleansing makeup remover foam,makeup remover,reduces large poresdryingirritatingeczema,,,,,,,,
,spf sunscreen spray,sunscreen,irritatingrosaceaeczema,,,,,,,,
paulas choice,gentle touch makeup remover,makeup remover,reduces irritationdryingacne trigger,,,,,,,,
lancaster,sun beauty velvet touch cream spf,sunscreen,redness reducingskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingmay worsen oily skinirritatingrosaceaeczema,,,,,,,,
lush,imperialis moisturizer,general moisturizer,may worsen oily skinacne triggerrosacea,,,,,,,,
sulwhasoo,gentle cleansing oil makeup remover,makeup remover,acne trigger,,,,,,,,
king shave,sensitive daily face wash scrub,face cleanser,hydratingbrighteningdryingacne triggereczema,,,,,,,,
clean clear,oilfree deep action exfoliating facial scrub,exfoliator,reduces irritationreduces large poresdryingirritatingrosaceaeczema,,,,,,,,
origin,ginzing spf energyboosting tinted moisturizer,day moisturizer,redness reducingskin textureantiagingdark spotsbrighteningacne triggerirritatingrosaceaeczema,,,,,,,,
dior,hydra life pore away pink clay mask,wet mask,brighteningmay worsen oily skinacne trigger,,,,,,,,
tom ford,oilfree daily moisturizer,general moisturizer,eczema,,,,,,,,
creed,green irish tweed,fragrance,rosacea,,,,,,,,
gucci,matte primer,face makeup,good oily skinreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
odacit skincare,blue aura cleansing water,toner,acne fightingbrighteningacne triggereczema,,,,,,,,
farmacy,whipped green foaming oilfree cleanser,face cleanser,reduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
heliocare,color gelcream light spf,sunscreen,reduces irritationbrighteningdryingacne triggerirritatingrosacea,,,,,,,,
victoria beauty,cannabis intensive soothing day face cream,day moisturizer,reduces irritationmay worsen oily skinacne trigger,,,,,,,,
neutrogena,invisible daily defense sunscreen lotion spf,sunscreen,brighteningirritatingrosaceaeczema,,,,,,,,
maison francis kurkdijan,baccarat rouge scented hair mist,haircare,irritatingrosacea,,,,,,,,
kate somerville,dermalquench wrinkle warrior advanced hydrating plumping treatment,facial treatment,hydratingmay worsen oily skinacne trigger,,,,,,,,
sebamed,moisturizing cream,general moisturizer,reduces large poresbrighteningdryingacne triggerirritating,,,,,,,,
yves saint laurent,touche clat allover brightening pen luminous vanilla,face makeup,brighteningdryingmay worsen oily skinacne triggereczema,,,,,,,,
biotera,antifrizz intense smoothing shampoo,shampoo,reduces large poresdryingacne triggerirritatingeczema,,,,,,,,
rimmel london,scandaleyes waterproof kohl kajal liner nude,eye makeup,may worsen oily skineczema,,,,,,,,
mac cosmetic,mineralize skinfinish natural face powder,face makeup,brighteningacne triggerirritatingeczema,,,,,,,,
lush,fresh farmacy facial soap,face cleanser,good oily skinreduces large poresdryingmay worsen oily skinacne triggerirritating,,,,,,,,
cetaphil,moisturising lotion,general moisturizer,brightening,,,,,,,,
paul mitchell,tea tree special color shampoo,shampoo,good oily skinreduces irritationreduces large poresdryingmay worsen oily skinirritatingeczema,,,,,,,,
tata harper,regenerating exfoliating cleanser,face cleanser,reduces irritationacne triggerrosacea,,,,,,,,
hema,aqua gel cream mask,wet mask,,,,,,,,,
,spf face sunscreen,sunscreen,brighteningacne triggerirritatingrosaceaeczema,,,,,,,,
prima,skinology element antibacterial face cleansing lotion,face cleanser,reduces irritationreduces large poresantiagingdryingirritatingrosaceaeczema,,,,,,,,
botanics,organic eye cream,eye moisturizer,acne trigger,,,,,,,,
glamglow,tropicalcleanse,exfoliator,hydratingreduces large poresbrighteningdryingacne triggerirritating,,,,,,,,
creed,spring flower soap,bath body,dryingacne trigger,,,,,,,,
meishoku brilliant color,repair balance mild cream,general moisturizer,redness reducingantiagingmay worsen oily skinacne trigger,,,,,,,,
missha,around safe block daily sun spf pa,sunscreen,reduces irritationbrighteningmay worsen oily skinacne triggerrosaceaeczema,,,,,,,,
face shop,real nature lemon face mask,sheet mask,,,,,,,,,
tata harper,purifying cleanser,face cleanser,eczema,,,,,,,,
fresh,umbrian clay pore purifying face exfoliator,exfoliator,reduces large poresbrighteningdryingacne triggerirritating,,,,,,,,
make ever,ultra hd microfinishing loose powder,face makeup,eczema,,,,,,,,
ottie,fruit yogurt foam cleanser strawberry,face cleanser,may worsen oily skinacne trigger,,,,,,,,
laneige,multi deepclean cleanser,face cleanser,reduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
lush,charity pot body lotion,general moisturizer,may worsen oily skinacne trigger,,,,,,,,
,spf sunscreen spray,sunscreen,irritatingrosaceaeczema,,,,,,,,
biore,tone milk uv milk spf,sunscreen,brighteningmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
skinfood,honey rich body wash,bath body,reduces large poresdryingacne triggerirritatingeczema,,,,,,,,
mario badescu,cucumber cleansing lotion,toner,dryingacne trigger,,,,,,,,
biore,uv perfect protect milk moisture,sunscreen,antiagingscar healingbrighteningacne triggerirritatingrosacea,,,,,,,,
shiseido,anessa moisture uv sunscreen mild gel spf pa,sunscreen,reduces large poresbrighteningdryingmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
benefit cosmetic,benetint cheek lip stain,face makeup,,,,,,,,,
victoria beauty,cannabis intensive soothing night face cream,night moisturizer,reduces irritationmay worsen oily skinacne trigger,,,,,,,,
ariana grande fragrance,thank next eau de parfum,fragrance,irritatingrosacea,,,,,,,,
kiehls,super multicorrective cream sunscreen broad spectrum spf,sunscreen,antiagingscar healingbrighteningmay worsen oily skinirritatingrosaceaeczema,,,,,,,,
lavish care,rescue nourishing hair mask,haircare,reduces irritationreduces large poresbrighteningdryingirritating,,,,,,,,
botanics,bright day cream,day moisturizer,reduces large poresbrighteningdryingacne triggerirritatingeczema,,,,,,,,
cetaphil,redness relieving daily facial moisturizer spf,day moisturizer,antiagingscar healingbrighteningirritatingeczema,,,,,,,,
neutrogena,deep clean purifying creamtofoam detox cleanser,face cleanser,dryingmay worsen oily skinacne trigger,,,,,,,,
nars cosmetic,afterglow lip balm,lip moisturizer,antiagingscar healingbrighteningacne triggerirritatingeczema,,,,,,,,
touch sol,poreblem primer,face makeup,antiagingmay worsen oily skineczema,,,,,,,,
biotera,antifrizz intense smoothing conditioner,conditioner,good oily skinreduces large poresacne fightingbrighteningdryingacne triggerirritatingeczema,,,,,,,,
clean clear,morning burst hydrating gel face moisturizer,day moisturizer,may worsen oily skin,,,,,,,,
elizavecca,milky piggy gold snail foam,face cleanser,redness reducingdryingmay worsen oily skinacne trigger,,,,,,,,
saem,jeju fresh aloe sun gel spf pa,sunscreen,scar healingbrighteningacne triggerirritatingrosaceaeczema,,,,,,,,
kilig,refreshing face cleansing gel,face cleanser,reduces large poresdryingacne triggerirritatingeczema,,,,,,,,
whamisa,organic flower water cream,general moisturizer,hydratingscar healingrosaceaeczema,,,,,,,,
touch sol,pretty filter icy sherbet primer,face makeup,,,,,,,,,
eucerin,eczema relief flareup treatment,bath body,redness reducingreduces large poresantiagingdryingmay worsen oily skinirritating,,,,,,,,
cetaphil,advanced relief cream shea butter,general moisturizer,reduces large poresantiagingscar healingbrighteningdryingacne triggerirritating,,,,,,,,
armani beauty,way eau de parfum,fragrance,irritatingrosacea,,,,,,,,
kiwi botanical,purifying honey melt,face cleanser,reduces large poresdryingacne triggerirritating,,,,,,,,
victoria beauty,snail extract creamconcentrate,general moisturizer,redness reducingreduces irritationmay worsen oily skinacne triggerrosacea,,,,,,,,
victoria beauty,snail extract night cream concentrate,night moisturizer,redness reducingreduces irritationmay worsen oily skinacne triggerrosacea,,,,,,,,
juice beauty,spf lip moisturizer,lip moisturizer,acne triggereczema,,,,,,,,
shiseido,eudermine revitalizing essence,toner,,,,,,,,,
laura mercier,tinted moisturizer oilfree,face makeup,brighteningacne triggerirritatingrosacea,,,,,,,,
chateau,hand soap citrus verbena,hand care,dryingacne trigger,,,,,,,,
king shave,antibacterial shave gel,bath body,good oily skinreduces large poresdryingacne triggerirritatingeczema,,,,,,,,
bali body,body scrub,bath body,eczema,,,,,,,,
shiseido,complete cleansing microfoam,face cleanser,reduces large poresantiagingscar healingbrighteningdryingirritatingrosacea,,,,,,,,
primera,facial mild peeling,exfoliator,reduces irritationdryingacne trigger,,,,,,,,
chateau,hand soap sea salt coconut,hand care,dryingacne trigger,,,,,,,,
nourishmax,instant lip plumper,lip moisturizer,may worsen oily skinacne trigger,,,,,,,,
nourishmax,lip plumper peptide complex balm,lip moisturizer,reduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
tbh,acne hack cream,facial treatment,reduces large poresdryingmay worsen oily skinirritating,,,,,,,,
sensai,advanced day cream spf,day moisturizer,good oily skinredness reducingacne fightingbrighteningirritatingrosacea,,,,,,,,
rimmel london,multitasker concealer mocha,face makeup,brighteningrosaceaeczema,,,,,,,,
muji,one essence sensitive skin,essence,acne trigger,,,,,,,,
dove,face lotion,general moisturizer,brighteningmay worsen oily skinirritatingrosaceaeczema,,,,,,,,
la rocheposay,uvidea anthelios toneup rosy spf,sunscreen,hydratingantiagingscar healingbrighteningdryingmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
saem,healing tea garden green tea cleansing foam,face cleanser,hydratingdryingmay worsen oily skinacne trigger,,,,,,,,
ultrasun,mineral baby spf,sunscreen,antiagingscar healingbrighteningacne triggerirritatingrosaceaeczema,,,,,,,,
whamisa,organic fruit body butter,bath body,scar healingmay worsen oily skinacne trigger,,,,,,,,
maybelline,baby lip balm,lip moisturizer,redness reducingskin textureantiagingdark spotsscar healingbrighteningmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
glossier,body hero exfoliating bar,bath body,drying,,,,,,,,
sheglam,skinfinite hydrating foundation,face makeup,may worsen oily skinacne triggereczema,,,,,,,,
dior,poison girl unexpected eau de toilette,fragrance,brighteningirritatingrosacea,,,,,,,,
eucerin,sensitive protect dry touch sun gelcream extra light spf,sunscreen,hydratingirritatingrosacea,,,,,,,,
sana,soy milk moisture cream,general moisturizer,reduces large poresbrighteningdryingmay worsen oily skinirritating,,,,,,,,
tonymoly,jelly mylk double cleanser vegan peach oatmeal french clay,face cleanser,scar healingdryingacne trigger,,,,,,,,
skinlab,glacial clay facial mask,wet mask,good oily skinmay worsen oily skinacne trigger,,,,,,,,
urban hydration,purify detox whipped charcoal facial clay mud mask,wet mask,dryingmay worsen oily skinacne trigger,,,,,,,,
skinfood,rice mask wash,wet mask,antiagingbrighteningdryingmay worsen oily skineczema,,,,,,,,
amika,hydro rush intense moisture conditioner,conditioner,hydratingreduces large poresdryingacne triggerirritating,,,,,,,,
este lauder,daywear multiprotection antioxidant sheer tint release moisturizer broad spectrum spf normal combination skin,sunscreen,hydratingredness reducingreduces irritationskin textureantiagingdark spotsmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
neutrogena,body oil,bath body,acne trigger,,,,,,,,
dr botanical,lemon superfood allinone rescue butter,general moisturizer,reduces irritationmay worsen oily skinacne trigger,,,,,,,,
flower beauty drew,perfect pout moisturizing lipstick,lip makeup,brighteningmay worsen oily skineczema,,,,,,,,
bumble bumble,bondbuilding repair treatment,haircare,hydratingreduces large poresantiagingscar healingbrighteningdryingacne triggerirritatingrosaceaeczema,,,,,,,,
tree hut,eucalyptus blossom whipped shea body butter,bath body,acne trigger,,,,,,,,
innisfree,real squeeze mask fig,sheet mask,redness reducingreduces irritationrosacea,,,,,,,,
redken,frizz dismiss instant deflate oilinserum,haircare,,,,,,,,,
uriage,thermal water jelly,general moisturizer,rosacea,,,,,,,,
huxley,secret sahara clean moist cleansing gel,face cleanser,redness reducingreduces large poresdryingacne triggerirritatingrosacea,,,,,,,,
himalaya,purifying neem mask,wet mask,eczema,,,,,,,,
kiko milano,colour kajal hightech grey,eye makeup,may worsen oily skinacne triggerirritatingeczema,,,,,,,,
nivea,rose care micellar water,face cleanser,antiagingscar healingbrighteningdryingacne triggerirritatingeczema,,,,,,,,
neutrogena,natural multivitamin nourishing moisturizer,general moisturizer,antiagingscar healingbrighteningmay worsen oily skinacne triggerirritating,,,,,,,,
kora organic,milky mushroom gentle cleansing oil,makeup remover,reduces irritationreduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,,,,,,
dr hauschka,balancing day lotion,day moisturizer,hydratingreduces irritationrosacea,,,,,,,,
la rocheposay,hydraphase ha rich hyaluronic acid face cream,general moisturizer,reduces large poresdryingmay worsen oily skinacne triggerirritatingrosacea,,,,,,,,
sun moon,beelieve polish repair daily facial exfoliator,exfoliator,acne trigger,,,,,,,,
kiko milano,pure clean milk tone,makeup remover,dryingacne trigger,,,,,,,,
aussie,miracle wave antifrizz hemp shampoo,shampoo,reduces large poresdryingmay worsen oily skinacne triggerirritatingeczema,,,,,,,,
sebamed,pro regenerating cream,general moisturizer,reduces large poresantiagingbrighteningdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
la color,lip oil clg sweetie candy scented,lip makeup,may worsen oily skinacne trigger,,,,,,,,
clinique,pepstart daily uv protector broad spectrum spf,sunscreen,acne triggereczema,,,,,,,,
aveeno,oat milk blend conditioner,conditioner,reduces irritationreduces large poresdryingacne triggerirritating,,,,,,,,
nature republic,soothing moisture aloe vera soothing gel,general moisturizer,reduces irritationrosacea,,,,,,,,
skinceuticals,emollience rich moisturizer,general moisturizer,reduces irritationmay worsen oily skin,,,,,,,,
face shop,calendula essential moisture eye cream,eye moisturizer,reduces irritationmay worsen oily skinacne trigger,,,,,,,,
avne,cicalfate restorative protective cream,general moisturizer,may worsen oily skinacne trigger,,,,,,,,
banana boat,daily protect sunscreen lotion spf,sunscreen,reduces large poresdryingmay worsen oily skinacne triggerirritating,,,,,,,,
burt bee,renewal refining cleanser,face cleanser,hydratingreduces large poresantiagingscar healingbrighteningdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,,,,,,
shiseido,future solution lx extra rich cleansing foam,face cleanser,hydratingmay worsen oily skinacne trigger,,,,,,,,
drybar,liquid glass smoothing shampoo,shampoo,reduces large poresbrighteningdryingirritatingrosaceaeczema,,,,,,,,
eltamd inc,uv replenish spf,sunscreen,brighteningdryingacne triggereczema,,,,,,,,
